Project,subject_id,Hemisphere,Surface Type,Hausdorff Distance,ASSD,Chamfer Distance,Self-Intersection C_mwrm,Total Triangles C_mwrm,Colored CA VTK Path
cortexode,204622,lh,pial,4.319456894337562,0.44526129283332655,0.8905225856666531,416,243320,cortexode_204622_CA_lh_pial_distanceMesh.vtk
cortexode,250427,lh,white,4.229821841061406,0.37045082472169166,0.7409016494433833,0,212711,cortexode_250427_CA_lh_white_distanceMesh.vtk
cortexode,221218,lh,white,6.795064601653819,0.3828761474589878,0.7657522949179756,0,211526,cortexode_221218_CA_lh_white_distanceMesh.vtk
cortexode,228434,lh,white,4.657619170738074,0.37079314848516487,0.7415862969703297,0,210209,cortexode_228434_CA_lh_white_distanceMesh.vtk
cortexode,231928,lh,white,5.865649590179738,0.3779685713111954,0.7559371426223908,0,214683,cortexode_231928_CA_lh_white_distanceMesh.vtk
cortexode,246133,lh,white,4.207061319042416,0.37660894094856556,0.7532178818971311,0,209256,cortexode_246133_CA_lh_white_distanceMesh.vtk
cortexode,295146,lh,white,4.367383784141199,0.3762346087678772,0.7524692175357544,0,214507,cortexode_295146_CA_lh_white_distanceMesh.vtk
cortexode,256540,lh,white,5.740933082364734,0.37759931998063345,0.7551986399612669,3,214471,cortexode_256540_CA_lh_white_distanceMesh.vtk
cortexode,212217,lh,white,3.334625032773342,0.3765202285401879,0.7530404570803758,0,211787,cortexode_212217_CA_lh_white_distanceMesh.vtk
cortexode,275645,lh,white,5.0803579378373875,0.37585233456638667,0.7517046691327733,7,215175,cortexode_275645_CA_lh_white_distanceMesh.vtk
cortexode,237334,lh,white,5.209889043828917,0.3716513032246943,0.7433026064493886,0,213955,cortexode_237334_CA_lh_white_distanceMesh.vtk
cortexode,217429,lh,white,3.642284172582696,0.3798592454286484,0.7597184908572968,0,215079,cortexode_217429_CA_lh_white_distanceMesh.vtk
cortexode,285345,lh,white,4.585438620787077,0.3797650619542368,0.7595301239084736,0,212375,cortexode_285345_CA_lh_white_distanceMesh.vtk
cortexode,205119,lh,pial,4.835279230529979,0.4522145789639322,0.9044291579278644,243,248815,cortexode_205119_CA_lh_pial_distanceMesh.vtk
cortexode,214221,lh,white,4.003817045325837,0.3854884390510278,0.7709768781020556,0,214061,cortexode_214221_CA_lh_white_distanceMesh.vtk
cortexode,208226,lh,white,4.131599801822083,0.37184035174780816,0.7436807034956163,0,218332,cortexode_208226_CA_lh_white_distanceMesh.vtk
cortexode,209127,lh,white,4.99318345132551,0.37319587387687114,0.7463917477537423,0,218272,cortexode_209127_CA_lh_white_distanceMesh.vtk
